url,Generation,Reference,code_diff,Author1,Author2,Author3
https://github.com/oracle/graal/commit/41c5deb15a173cb5d5e4215026cbe610acebd15e,Fix typo in README . md,Fix typo .,"diff --git a/README.md b/README.md
index 41b40b8f6a1b..daae7c241d53 100644
--- a/README.md
+++ b/README.md
@@ -73,7 +73,7 @@ OpenJDK 64-Bit Server VM (build 25.0-b43-internal, mixed mode)
 % mx --vm client-nograal vm -version
 java version ""1.7.0_25""
 Java(TM) SE Runtime Environment (build 1.7.0_25-b15)
-OpenJDK 64-Bit Cleint VM (build 25.0-b43-internal, mixed mode)
+OpenJDK 64-Bit Client VM (build 25.0-b43-internal, mixed mode)
 ```
 
 These configurations aim to match as closely as possible the
",3,2,3
https://github.com/eclipse-vertx/vert.x/commit/f714a45de00ffb88a297ab4140a25a8dcee42a40,Upgrade to Netty 4 . 0 . 8 . Final,Upgrade to netty 4 . 0 . 8 . Final,"diff --git a/gradle.properties b/gradle.properties
index 0c4690387b6..29616f34091 100644
--- a/gradle.properties
+++ b/gradle.properties
@@ -26,7 +26,7 @@ group=io.vertx
 hazelcastVersion=2.6
 jacksonCoreVersion=2.2.2
 jacksonDatabindVersion=2.2.2
-nettyVersion=4.0.7.Final
+nettyVersion=4.0.8.Final
 log4jVersion=1.2.16
 slf4jVersion=1.6.2
 junitVersion=4.10
",4,4,4
https://github.com/netty/netty/commit/cf74acfce09feff66487a8dd32da9294ffe8c4fb,Remove TODO,Remove todo in StringEncoder ( ),"diff --git a/codec/src/main/java/io/netty/handler/codec/string/StringEncoder.java b/codec/src/main/java/io/netty/handler/codec/string/StringEncoder.java
index 9177faece1b..e249d1cf15e 100644
--- a/codec/src/main/java/io/netty/handler/codec/string/StringEncoder.java
+++ b/codec/src/main/java/io/netty/handler/codec/string/StringEncoder.java
@@ -51,7 +51,6 @@
 @Sharable
 public class StringEncoder extends MessageToMessageEncoder<CharSequence> {
 
-    // TODO Use CharsetEncoder instead.
     private final Charset charset;
 
     /**
",3,2,3
https://github.com/dbeaver/dbeaver/commit/390531a4cd61114d7a93bb2a8828fec3b7e79d4f,Data transfer : changes fix,Transfer status fix,"diff --git a/plugins/org.jkiss.dbeaver.data.transfer/src/org/jkiss/dbeaver/tools/transfer/database/DatabaseTransferConsumer.java b/plugins/org.jkiss.dbeaver.data.transfer/src/org/jkiss/dbeaver/tools/transfer/database/DatabaseTransferConsumer.java
index 289f9ac61ea..1ba2a473c6c 100644
--- a/plugins/org.jkiss.dbeaver.data.transfer/src/org/jkiss/dbeaver/tools/transfer/database/DatabaseTransferConsumer.java
+++ b/plugins/org.jkiss.dbeaver.data.transfer/src/org/jkiss/dbeaver/tools/transfer/database/DatabaseTransferConsumer.java
@@ -532,7 +532,7 @@ public String getObjectName()
                         return targetName + "" [Alter]"";
                     }
                 }
-                return targetName + "" [No changes]"";
+                return targetName;// + "" [No changes]"";
             case skip:
                 return ""[Skip]"";
             default: return ""?"";
",2,2,2
https://github.com/libgdx/libgdx/commit/284e610db4c00dfe990c45e3fced8f13c33d823b,[ fixed ] SpriteBatch . dispose ( ) .,[ fixed ] dispose for spritebatch . ugh . . .,"diff --git a/gdx/src/com/badlogic/gdx/graphics/SpriteBatch.java b/gdx/src/com/badlogic/gdx/graphics/SpriteBatch.java
index 0720a95eda3..ae3380d77c4 100644
--- a/gdx/src/com/badlogic/gdx/graphics/SpriteBatch.java
+++ b/gdx/src/com/badlogic/gdx/graphics/SpriteBatch.java
@@ -726,4 +726,14 @@ public void setBlendFunction( int srcFunc, int dstFunc )
 		blendSrcFunc = srcFunc;
 		blendDstFunc = dstFunc;
 	}
+	
+	/**
+	 * Disposes all resources associated with this SpriteBatch
+	 */
+	public void dispose( )
+	{
+		mesh.dispose();
+		if( shader != null )
+			shader.dispose();
+	}
 }
",3,2,3
https://github.com/SeleniumHQ/selenium/commit/ad34f5bf2bafe874d9c833480be5e17b93c77fa4,DanielWagnerHall : Fixing the test .,DanielWagnerHall : Removing trailings space,"diff --git a/javascript/atoms/test/javascript_frameworks_test.html b/javascript/atoms/test/javascript_frameworks_test.html
index 0dff761e0e4..fc1c36ffc6c 100644
--- a/javascript/atoms/test/javascript_frameworks_test.html
+++ b/javascript/atoms/test/javascript_frameworks_test.html
@@ -14,7 +14,6 @@
       goog.require('bot.locators');
       goog.require('goog.dom');
       goog.require('goog.testing.jsunit');
-  
   </script>
 
     <script type=""text/javascript"" src=""jquery-1.6.2.min.js""></script>
@@ -60,4 +59,4 @@ <h3>Developers</h3>
     </div>
   </body>
 
-</html>
\ No newline at end of file
+</html>
",1,1,2
https://github.com/oracle/graal/commit/2b82cd57eaead4f5878082ee729698d21109e0b7,Update GNU import .,Fix GPLv2 license URL .,"diff --git a/mx.espresso/suite.py b/mx.espresso/suite.py
index 402e640a86cc..94e51d52d98b 100644
--- a/mx.espresso/suite.py
+++ b/mx.espresso/suite.py
@@ -29,7 +29,7 @@
     ""licenses"": {
         ""GPLv2"": {
             ""name"": ""GNU General Public License, version 2"",
-            ""url"": ""http://www.gnu.org/licenses/old-licenses/gpl-2.0.en.html""
+            ""url"": ""http://www.gnu.org/licenses/old-licenses/gpl-2.0.html""
         },
     },
     ""defaultLicense"": ""GPLv2"",
",0,0,0
https://github.com/elastic/elasticsearch/commit/e3e631eca53f2cf784da79993b63514727d523ac,[ DOCS ] Fix typo in allocation . asciidoc,Update allocation . asciidoc,"diff --git a/docs/reference/index-modules/allocation.asciidoc b/docs/reference/index-modules/allocation.asciidoc
index 79e5d8ecdcc2c..89a5a151fd440 100644
--- a/docs/reference/index-modules/allocation.asciidoc
+++ b/docs/reference/index-modules/allocation.asciidoc
@@ -99,7 +99,7 @@ settings API.
 [[disk]]
 === Disk-based Shard Allocation
 
-Elasticsearch con be configured to prevent shard
+Elasticsearch can be configured to prevent shard
 allocation on nodes depending on disk usage for the node. This
 functionality is disabled by default, and can be changed either in the
 configuration file, or dynamically using:
",3,2,3
https://github.com/elastic/elasticsearch/commit/f420018bb299698a8c80cf2dcc9be11bb3950ace,[ Monitoring ] Fix test case for test ( ),EQL : Fix async EQL Rest test ( ),"diff --git a/x-pack/plugin/eql/qa/rest/src/test/resources/rest-api-spec/test/eql/10_basic.yml b/x-pack/plugin/eql/qa/rest/src/test/resources/rest-api-spec/test/eql/10_basic.yml
index ef233b286a881..3a9ce905d71c1 100644
--- a/x-pack/plugin/eql/qa/rest/src/test/resources/rest-api-spec/test/eql/10_basic.yml
+++ b/x-pack/plugin/eql/qa/rest/src/test/resources/rest-api-spec/test/eql/10_basic.yml
@@ -32,11 +32,10 @@ setup:
       eql.search:
         index: eql_test
         wait_for_completion_timeout: ""0ms""
+        keep_on_completion: true
         body:
           query: ""process where user = 'SYSTEM'""
 
-  - match: {is_running: true}
-  - match: {is_partial: true}
   - is_true: id
   - set: {id: id}
 
",2,2,2
https://github.com/SeleniumHQ/selenium/commit/cbc2f3c9bdbb6bd4eac9e80cf527332f578f4d3c,SimonStewart : Fixing the build build .,SimonStewart : Officially target Java6 .,"diff --git a/rake-tasks/crazy_fun/mappings/java.rb b/rake-tasks/crazy_fun/mappings/java.rb
index c0f61ce1482..65b0462c265 100644
--- a/rake-tasks/crazy_fun/mappings/java.rb
+++ b/rake-tasks/crazy_fun/mappings/java.rb
@@ -312,8 +312,8 @@ def handle(fun, dir, args)
             :optimize             => true,
             :debug                => true,
             :nowarn               => true,
-            :source               => '1.5',
-            :target               => '1.5'
+            :source               => '1.6',
+            :target               => '1.6'
           ) { |ant|
             ant.classpath(:refid => ""#{args[:name]}.path"")
 
",1,1,1
https://github.com/spring-projects/spring-boot/commit/85f45adb9a8d0662a2fc992ab03c3cbb9c442d78,Upgrade to plexus - utils 3 . 0 . 24,Upgrade to Plexus Utils 3 . 0 . 24,"diff --git a/spring-boot-parent/pom.xml b/spring-boot-parent/pom.xml
index d657eafb922f..c7356a2bc157 100644
--- a/spring-boot-parent/pom.xml
+++ b/spring-boot-parent/pom.xml
@@ -171,7 +171,7 @@
 			<dependency>
 				<groupId>org.codehaus.plexus</groupId>
 				<artifactId>plexus-utils</artifactId>
-				<version>3.0.20</version>
+				<version>3.0.24</version>
 			</dependency>
 			<dependency>
 				<groupId>org.eclipse.aether</groupId>
",4,4,4
https://github.com/spring-projects/spring-boot/commit/b242543545318f709bd99e4b6e4771ec572d27fb,Add missing RestFB,Backport missing 3rd party starter reference,"diff --git a/spring-boot-starters/README.adoc b/spring-boot-starters/README.adoc
index 199e0fc2239a..20b8c2af98f5 100644
--- a/spring-boot-starters/README.adoc
+++ b/spring-boot-starters/README.adoc
@@ -112,6 +112,9 @@ do as they were designed before this was clarified.
 | http://infinispan.org/[Infinispan]
 | https://github.com/infinispan/infinispan-spring-boot
 
+| http://restfb.com/[RestFB] Messenger
+| https://github.com/marsbits/restfbmessenger
+
 | http://square.github.io/okhttp/[OkHttp]
 | https://github.com/freefair/okhttp-spring-boot
 
",1,1,1
https://github.com/netty/netty/commit/fa277eda200228dbef1de9317184a6dc8b1945a6,Fix a bug in SnappyFramedEncoderTest,Fix reported leaks,"diff --git a/codec/src/test/java/io/netty/handler/codec/compression/SnappyFramedEncoderTest.java b/codec/src/test/java/io/netty/handler/codec/compression/SnappyFramedEncoderTest.java
index 7dfde03d91f..52edb9a67ba 100644
--- a/codec/src/test/java/io/netty/handler/codec/compression/SnappyFramedEncoderTest.java
+++ b/codec/src/test/java/io/netty/handler/codec/compression/SnappyFramedEncoderTest.java
@@ -142,5 +142,7 @@ public void testInputBufferOverseek() throws Exception {
 
         channel.writeOutbound(in);
         assertTrue(channel.finish());
+        ByteBuf out = (ByteBuf) channel.readOutbound();
+        out.release();
     }
 }
",2,1,2
https://github.com/dbeaver/dbeaver/commit/2b8637d029522cfaaca9deb81ea4e8bf5121ec69,QM : null type fix,NPE fix,"diff --git a/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/AbstractObjectCache.java b/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/AbstractObjectCache.java
index 30d3c916558..b9a372c18a9 100644
--- a/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/AbstractObjectCache.java
+++ b/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/AbstractObjectCache.java
@@ -251,6 +251,9 @@ protected String getObjectName(@NotNull OBJECT object) {
         } else {
             name = object.getName();
         }
+        if (name == null) {
+            return null;
+        }
         if (!caseSensitive) {
             return name.toUpperCase();
         }
",2,1,2
https://github.com/square/retrofit/commit/d7da1cdc2406b88aae75ebfeaca93bbf3c94d505,Rename setServer to setServer .,Retain old parameter type .,"diff --git a/retrofit/src/main/java/retrofit/RestAdapter.java b/retrofit/src/main/java/retrofit/RestAdapter.java
index 3d862a1dd..43186e434 100644
--- a/retrofit/src/main/java/retrofit/RestAdapter.java
+++ b/retrofit/src/main/java/retrofit/RestAdapter.java
@@ -584,7 +584,7 @@ public Builder setServer(String server) {
      * @deprecated Use {@link #setEndpoint(String)} or {@link #setEndpoint(Endpoint)}.
      */
     @Deprecated
-    public Builder setServer(Endpoint server) {
+    public Builder setServer(Server server) {
       return setEndpoint(server);
     }
 
",0,0,0
https://github.com/Netflix/Hystrix/commit/569eed99a78fca3925c0ee75a2d4e06d5a304ac9,[ Gradle Release Plugin ] - pre tag commit : ' 1 . 3 . 0 - SNAPSHOT ' .,1 . 3 . 0 - SNAPSHOT,"diff --git a/gradle.properties b/gradle.properties
index ee025728..fe820f82 100644
--- a/gradle.properties
+++ b/gradle.properties
@@ -1 +1 @@
-version=1.3.0.RC3-SNAPSHOT
+version=1.3.0-SNAPSHOT
",2,2,3
https://github.com/bazelbuild/bazel/commit/c89a8ac80d1d8c3791b1777c14b31af7bbd1df52,Fix typo in cpp . md,Fix target label .,"diff --git a/site/docs/tutorial/cpp.md b/site/docs/tutorial/cpp.md
index 3a599df7602b..32ac4f6a86fc 100644
--- a/site/docs/tutorial/cpp.md
+++ b/site/docs/tutorial/cpp.md
@@ -136,7 +136,7 @@ dependencies.
 
 The attributes in the target explicitly state its dependencies and options.
 While the `name` attribute is mandatory, many are optional. For example, in the
-`hello-greet` target, `name` is self-explanatory, and `srcs` specifies the
+`hello-world` target, `name` is self-explanatory, and `srcs` specifies the
 source file(s) from which Bazel builds the target.
 
 ### Build the project
",2,1,2
https://github.com/bazelbuild/bazel/commit/af76330a372babdf40c016e1fde8a9911b139e8b,Fix visibility of visibility in go,Use default_visibility instead of visibility in package ( ),"diff --git a/tools/build_rules/go/BUILD b/tools/build_rules/go/BUILD
index 917ca91a7516..67cb1e21da12 100644
--- a/tools/build_rules/go/BUILD
+++ b/tools/build_rules/go/BUILD
@@ -1,3 +1,3 @@
 package(
-    visibility = [""//visibility:public""],
+    default_visibility = [""//visibility:public""],
 )
",1,2,2
https://github.com/bazelbuild/bazel/commit/8afa8b37e8de0613b408d04643f0956e1ec75413,Add bazel ( ) to WORKSPACE,Give a name to the Bazel workspace,"diff --git a/WORKSPACE b/WORKSPACE
index 9583ae8c29f0..cd2e95bbe64a 100644
--- a/WORKSPACE
+++ b/WORKSPACE
@@ -1 +1 @@
-# bind statements go here. TODO(bazel-team): document this.
+workspace(name = ""bazel"")
",2,1,2
https://github.com/elastic/elasticsearch/commit/91a38b8fe0cf824356799507fbfc1826234edf44,[ DOCS ] EQL : Update ODBC ODBC docs ( ),[ DOCS ] Fixed bad cross doc link .,"diff --git a/docs/reference/sql/index.asciidoc b/docs/reference/sql/index.asciidoc
index 5bf1561c8102b..65e5313de4ac6 100644
--- a/docs/reference/sql/index.asciidoc
+++ b/docs/reference/sql/index.asciidoc
@@ -36,7 +36,7 @@ indices and return results in tabular format.
     SQL and print tabular results.
 <<sql-jdbc,JDBC>>::
     A JDBC driver for {es}.
-{sql-odbc}/odbc.html[ODBC]::
+{sql-odbc}[ODBC]::
     An ODBC driver for {es}.
 <<sql-client-apps,Client Applications>>::
     Documentation for configuring various SQL/BI tools with {es-sql}.
",1,1,1
https://github.com/jenkinsci/jenkins/commit/927cd7f896c55f17b6cb41754a4eacaffddec93f,Merge pull request from oleg - nenashev / script / 1 . 65,Update script - security to 1 . 65,"diff --git a/war/pom.xml b/war/pom.xml
index 85adfcc4b979..720d5b9339cf 100644
--- a/war/pom.xml
+++ b/war/pom.xml
@@ -405,7 +405,7 @@ THE SOFTWARE.
                 <artifactItem>
                   <groupId>org.jenkins-ci.plugins</groupId>
                   <artifactId>script-security</artifactId>
-                  <version>1.63</version>
+                  <version>1.65</version>
                   <type>hpi</type>
                 </artifactItem>
                 <artifactItem>
",1,1,1
https://github.com/SeleniumHQ/selenium/commit/4713f55a29d2ca6ae2ad4b90e1e6253bd5075a12,[ grid ] Fixing a bug in the DriverServiceSessionFactory stop,[ grid ] Stop driver server when session is over . Fixes,"diff --git a/java/server/src/org/openqa/selenium/grid/node/config/DriverServiceSessionFactory.java b/java/server/src/org/openqa/selenium/grid/node/config/DriverServiceSessionFactory.java
index 0bdf7284e8a..fb28a1cfcf6 100644
--- a/java/server/src/org/openqa/selenium/grid/node/config/DriverServiceSessionFactory.java
+++ b/java/server/src/org/openqa/selenium/grid/node/config/DriverServiceSessionFactory.java
@@ -99,7 +99,7 @@ public boolean test(Capabilities capabilities) {
               new ImmutableCapabilities((Map<?, ?>)response.getValue())) {
             @Override
             public void stop() {
-              // no-op
+              service.stop();
             }
           });
     } catch (Exception e) {
",1,1,2
https://github.com/libgdx/libgdx/commit/e13d9466776c37486ca914ff503eabc35136c6ea,[ fixed ] Mesh . setVertices ( ) .,[ fixed ] Bug in Mesh . setIndices ( ) . had to clear buffer first .,"diff --git a/gdx/src/com/badlogic/gdx/graphics/Mesh.java b/gdx/src/com/badlogic/gdx/graphics/Mesh.java
index 764d7b436a..40051c4c24 100644
--- a/gdx/src/com/badlogic/gdx/graphics/Mesh.java
+++ b/gdx/src/com/badlogic/gdx/graphics/Mesh.java
@@ -393,6 +393,7 @@ public void setVertices (int[] vertices, int offset, int count) {
 	 * @param indices the indices
 	 */
 	public void setIndices (short[] indices) {
+		this.indices.clear();
 		this.indices.put(indices);
 		this.indices.limit(indices.length);
 		this.indices.position(0);
",1,1,2
https://github.com/elastic/elasticsearch/commit/2e5e4e1a69032c756e5be27f32d302cbb556a804,Add build to build CI,Switch to parametric CI jobs ( ),"diff --git a/.ci/java-versions.properties b/.ci/java-versions.properties
index 9202be97bd93b..c902a69207108 100644
--- a/.ci/java-versions.properties
+++ b/.ci/java-versions.properties
@@ -6,3 +6,5 @@
 
 ES_BUILD_JAVA=java11
 ES_RUNTIME_JAVA=java8
+GRADLE_TASK=build
+
",1,1,1
https://github.com/elastic/elasticsearch/commit/4d4f979d61dfdbb7979484b9682f9eada185f8a7,Remove unused license from plugin,Remove debugging println from API JAR task,"diff --git a/plugin/core/build.gradle b/plugin/core/build.gradle
index 8f1355b234e10..5e14e72534f66 100644
--- a/plugin/core/build.gradle
+++ b/plugin/core/build.gradle
@@ -107,7 +107,6 @@ project.afterEvaluate {
         doFirst {
             Path jarFile = project.jar.outputs.files.singleFile.toPath()
             String apiFileName = jarFile.fileName.toString().replace(""core-${project.version}"", ""api-${project.version}"")
-            println apiFileName
             Files.copy(jarFile, jarFile.resolveSibling(apiFileName), StandardCopyOption.REPLACE_EXISTING)
 
             String pomFileName = jarFile.fileName.toString().replace('.jar', '.pom')
",2,1,2
https://github.com/oracle/graal/commit/caa8d816f0273787606c11b41171a5a812a7fe0d,Fix error message in args,Fix git log check start date,"diff --git a/mx.sulong/mx_sulong.py b/mx.sulong/mx_sulong.py
index 558db5a6cac9..f4006679deb2 100644
--- a/mx.sulong/mx_sulong.py
+++ b/mx.sulong/mx_sulong.py
@@ -625,7 +625,7 @@ def standardLinkerCommands(args=None):
 
 def logCheck(args=None):
     error = False
-    output = subprocess.check_output(['git', 'log', '--pretty=format:""%s""', '--since=""2016-04-07""'])
+    output = subprocess.check_output(['git', 'log', '--pretty=format:""%s""', '--after=""2016-04-08""'])
     for s in output.splitlines():
         withoutQuotes = s[1:-1]
         if withoutQuotes[0].islower():
",2,1,1
https://github.com/apache/flink/commit/973ce7d0eb219ea84ad6b7fd0d063f595485205f,[ FLINK - 10366 ] [ batch ] Add json dependency to flink - hcatalog - connectors,[ FLINK - 5050 ] [ build ] Remove transitive JSON . org dependency,"diff --git a/flink-batch-connectors/flink-hcatalog/pom.xml b/flink-batch-connectors/flink-hcatalog/pom.xml
index 444bd9acb081..6889e5a3fa90 100644
--- a/flink-batch-connectors/flink-hcatalog/pom.xml
+++ b/flink-batch-connectors/flink-hcatalog/pom.xml
@@ -52,6 +52,12 @@ under the License.
 			<groupId>org.apache.hive.hcatalog</groupId>
 			<artifactId>hcatalog-core</artifactId>
 			<version>0.12.0</version>
+			<exclusions>
+				<exclusion>
+					<groupId>org.json</groupId>
+					<artifactId>json</artifactId>
+				</exclusion>
+			</exclusions>
 		</dependency>
 
 		<dependency>
",2,2,2
https://github.com/elastic/elasticsearch/commit/1b996defcf6d73ee33118495f1a68c452b38b2a4,[ TEST ] Fix cat . allocation . allocation . allocation,[ TEST ] cat . allocation / One index : allow leading spaces in unassigned shards lines,"diff --git a/rest-api-spec/test/cat.allocation/10_basic.yaml b/rest-api-spec/test/cat.allocation/10_basic.yaml
index 83b5cc5974f2a..83d14f167592c 100755
--- a/rest-api-spec/test/cat.allocation/10_basic.yaml
+++ b/rest-api-spec/test/cat.allocation/10_basic.yaml
@@ -67,6 +67,7 @@
                 \n
               )+
               (
+                \s*                          #allow leading spaces to account for right-justified text
                 \d+                    \s+
                 UNASSIGNED             \s+
                 \n
",2,2,2
https://github.com/apache/shardingsphere/commit/5b5309c793a4bdb2623fa5dd3987b9ac83a34930,for : remove useless test case,remove blank line .,"diff --git a/sharding-jdbc/src/test/java/io/shardingsphere/dbtest/engine/dql/AllDQLTests.java b/sharding-jdbc/src/test/java/io/shardingsphere/dbtest/engine/dql/AllDQLTests.java
index 4349ec70280..d54902055c2 100644
--- a/sharding-jdbc/src/test/java/io/shardingsphere/dbtest/engine/dql/AllDQLTests.java
+++ b/sharding-jdbc/src/test/java/io/shardingsphere/dbtest/engine/dql/AllDQLTests.java
@@ -27,4 +27,4 @@
         AdditionalDQLIntegrateTest.class
     })
 public class AllDQLTests {
-}
+}
\ No newline at end of file
",2,1,2
https://github.com/apache/shardingsphere/commit/4b5be223c154c7a6ad3c1b4c39a46f6e573e7621,add runtime - connector - java,add mysql dependency,"diff --git a/sharding-proxy/sharding-proxy-bootstrap/pom.xml b/sharding-proxy/sharding-proxy-bootstrap/pom.xml
index 73f404ca40c..f4bf705433d 100644
--- a/sharding-proxy/sharding-proxy-bootstrap/pom.xml
+++ b/sharding-proxy/sharding-proxy-bootstrap/pom.xml
@@ -92,6 +92,7 @@
         <dependency>
             <groupId>mysql</groupId>
             <artifactId>mysql-connector-java</artifactId>
+            <scope>runtime</scope>
         </dependency>
         
         <dependency>
",2,1,1
https://github.com/oracle/graal/commit/639d131865baf583d5e1f95ac9a014e4e0625662,[ ci ] fix overlay build,Update overlay revision .,"diff --git a/graal-common.json b/graal-common.json
index 5bbb0d72dcc2..a246485de8fc 100644
--- a/graal-common.json
+++ b/graal-common.json
@@ -2,6 +2,6 @@
   ""README"": ""This file contains definitions that are useful for the hocon and jsonnet CI files of the graal and graal-enterprise repositories."",
 
   ""ci"": {
-    ""overlay"": ""c48d42b13ed07d9bc45ea8cd4d6d6f85c9ff2370""
+    ""overlay"": ""ef8dc97e920673ceab6b3e5992eb5e6c35edd5af""
   }
 }
",1,1,1
https://github.com/dbeaver/dbeaver/commit/e8d3f0cc88d62d7c6f69f0d2d26347ffc6de4ff3,SQL editor fix ( fix ),RS close fix,"diff --git a/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/jdbc/exec/JDBCResultSetImpl.java b/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/jdbc/exec/JDBCResultSetImpl.java
index 773b6418d62..14646d274cb 100644
--- a/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/jdbc/exec/JDBCResultSetImpl.java
+++ b/plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/impl/jdbc/exec/JDBCResultSetImpl.java
@@ -320,7 +320,7 @@ public void close()
                 log.error(""Can't close result set"", e);
             }
         }
-        if (fake) {
+        if (fake && statement != null) {
             statement.close();
         }
     }
",1,1,1
https://github.com/spring-projects/spring-boot/commit/1739bfe0770f84d409e07d134d546dbb718f2da1,Add Spring Integration metrics to docs,Add missing title,"diff --git a/spring-boot-project/spring-boot-docs/src/main/asciidoc/production-ready-features.adoc b/spring-boot-project/spring-boot-docs/src/main/asciidoc/production-ready-features.adoc
index 096815d45d46..b8e978d58494 100644
--- a/spring-boot-project/spring-boot-docs/src/main/asciidoc/production-ready-features.adoc
+++ b/spring-boot-project/spring-boot-docs/src/main/asciidoc/production-ready-features.adoc
@@ -961,6 +961,7 @@ the following:
 
 
 [[production-ready-metrics-integration]]
+=== Spring Integration metrics
 Auto-configuration will enable binding of a number of Spring Integration-related
 metrics:
 
",2,1,2
https://github.com/oracle/graal/commit/f644f74eef65508161ab396a41b172428bae7a68,Add benchmark for benchmark tests .,Add memory benchmarks to BenchTest task,"diff --git a/wasm/mx.wasm/mx_wasm.py b/wasm/mx.wasm/mx_wasm.py
index d607d6b02e36..ce9cfeb6513e 100644
--- a/wasm/mx.wasm/mx_wasm.py
+++ b/wasm/mx.wasm/mx_wasm.py
@@ -108,6 +108,13 @@ def graal_wasm_gate_runner(args, tasks):
                 if exitcode != 0:
                     mx.abort(""Errors during benchmark tests, aborting."")
 
+            # Memory benchmarks
+            exitcode = mx_benchmark.benchmark([
+                ""memory"", ""--"",
+                ""--jvm"", ""server"", ""--jvm-config"", ""graal-core""])
+            if exitcode != 0:
+                mx.abort(""Errors during benchmark tests, aborting."")
+
 
 add_gate_runner(_suite, graal_wasm_gate_runner)
 
",3,3,3
https://github.com/jenkinsci/jenkins/commit/fe21d5c1414da04ba92344665f339889be3cb3dd,[ FIXED HUDSON - 21394 ],fixed a horrible horrible memory leak .,"diff --git a/remoting/src/main/java/hudson/remoting/Response.java b/remoting/src/main/java/hudson/remoting/Response.java
index 4f5dba3e371b..4bb882ffa7db 100644
--- a/remoting/src/main/java/hudson/remoting/Response.java
+++ b/remoting/src/main/java/hudson/remoting/Response.java
@@ -38,6 +38,7 @@ protected void execute(Channel channel) {
         if(req==null)
             return; // maybe aborted
         req.onCompleted(this);
+        channel.pendingCalls.remove(id);
     }
 
     public String toString() {
",2,1,2
https://github.com/libgdx/libgdx/commit/a6dc032dc382de741a6f35f76bd53b8a24059a0f,[ fixed ] ScaledNumericValue # ScaledNumericValue .,Fixed IndependentScaledNumericValue .,"diff --git a/gdx/src/com/badlogic/gdx/graphics/g2d/ParticleEmitter.java b/gdx/src/com/badlogic/gdx/graphics/g2d/ParticleEmitter.java
index 1f18aca36a..40a5ef0c4b 100644
--- a/gdx/src/com/badlogic/gdx/graphics/g2d/ParticleEmitter.java
+++ b/gdx/src/com/badlogic/gdx/graphics/g2d/ParticleEmitter.java
@@ -1528,7 +1528,7 @@ public void set (ScaledNumericValue value) {
 
 		public void set (IndependentScaledNumericValue value) {
 			super.set(value);
-			value.independent = independent;
+			independent = value.independent;
 		}
 
 		public void save (Writer output) throws IOException {
",2,2,3
https://github.com/elastic/elasticsearch/commit/b08ba28c9b0708811e168394b6e2852f1492f58e,[ DOCS ] Fix typo in intervals query docs,[ Docs ] Remove boost parameter from intervals - query example ( ),"diff --git a/docs/reference/query-dsl/intervals-query.asciidoc b/docs/reference/query-dsl/intervals-query.asciidoc
index f5788783f7e63..3049cb363173a 100644
--- a/docs/reference/query-dsl/intervals-query.asciidoc
+++ b/docs/reference/query-dsl/intervals-query.asciidoc
@@ -40,7 +40,6 @@ POST _search
             }
           ]
         },
-        ""boost"" : 2.0,
         ""_name"" : ""favourite_food""
       }
     }
@@ -298,4 +297,4 @@ POST _search
   }
 }
 --------------------------------------------------
-// CONSOLE
\ No newline at end of file
+// CONSOLE
",1,1,1
https://github.com/spring-projects/spring-boot/commit/2747c01e8120fe02fcf7f928ec84104e8cb654ad,Fix broken link to github - tag,Set correct github tag for generated docs,"diff --git a/spring-boot-docs/pom.xml b/spring-boot-docs/pom.xml
index b6df30060f74..4d0c23f30f6a 100644
--- a/spring-boot-docs/pom.xml
+++ b/spring-boot-docs/pom.xml
@@ -284,7 +284,7 @@
 										<stringutil string=""${version-type}"" property=""spring-boot-repo"">
 											<lowercase />
 										</stringutil>
-										<var name=""github-tag"" value=""v1.0.0.RELEASE"" />
+										<var name=""github-tag"" value=""v${project.version}"" />
 										<propertyregex property=""github-tag"" override=""true""
 											input=""${github-tag}"" regexp="".*SNAPSHOT"" replace=""master"" />
 									</target>
",1,1,1
https://github.com/jenkinsci/jenkins/commit/8011e2e2d6dd4aa2b18e05cfe6e823d27284f46e,fixed a typo in the BuildTrigger .,fixed typo,"diff --git a/core/src/main/java/hudson/tasks/BuildTrigger.java b/core/src/main/java/hudson/tasks/BuildTrigger.java
index f786ee2e0b0e..bc3ca5e07324 100644
--- a/core/src/main/java/hudson/tasks/BuildTrigger.java
+++ b/core/src/main/java/hudson/tasks/BuildTrigger.java
@@ -88,7 +88,7 @@ public boolean perform(Build build, Launcher launcher, BuildListener listener) {
             PrintStream logger = listener.getLogger();
             for (AbstractProject p : getChildProjects()) {
                 if(p.isDisabled()) {
-                    logger.println(p.getName()+"" is disabled. Triggering skiiped"");
+                    logger.println(p.getName()+"" is disabled. Triggering skipped"");
                     continue;
                 }
 
",3,2,3
